1043.7	1043.7	1043.7	1043.7	1043.7	1043.7	1043.7	1043.7	1043.7	1043.7	1025.9	1006.1	986.89	968.14	949.89	932.14	914.89	898.14	881.89	866.14	850.89	836.14	821.89	808.14	794.89	782.14	769.89	758.14	746.89	736.14	725.89	716.14	706.89	698.14	689.89	682.14	674.89	668.14	661.89	656.14	650.9	646.15	641.9	638.15	634.9	632.15	629.9	628.15	626.9	626.15	625.9	626.15	626.9	628.15	629.9	632.15	634.9	638.15	641.9	646.15	650.9	656.15	661.9	668.15	674.9	682.15	689.9	698.15	706.91	716.16	725.91	736.16	746.91	758.16	769.91	782.16	794.91	808.16	821.91	836.16	850.91	866.16	881.91	898.16	914.91	932.16	949.91	968.16	986.91	1006.2	1025.9	1043.7	1043.7	1043.7	1043.7	1043.7	1043.7	1043.7	1043.7	1043.7	1043.7
1043.7	1043.7	1043.7	1043.7	1043.7	1043.7	1043.7	1043.7	1042.1	1021.4	1001.1	981.39	962.14	943.39	925.14	907.39	890.14	873.39	857.14	841.39	826.14	811.39	797.14	783.39	770.14	757.39	745.14	733.39	722.14	711.39	701.14	691.39	682.14	673.39	665.14	657.39	650.14	643.39	637.14	631.39	626.15	621.4	617.15	613.4	610.15	607.4	605.15	603.4	602.15	601.4	601.15	601.4	602.15	603.4	605.15	607.4	610.15	613.4	617.15	621.4	626.15	631.4	637.15	643.4	650.15	657.4	665.15	673.4	682.16	691.41	701.16	711.41	722.16	733.41	745.16	757.41	770.16	783.41	797.16	811.41	826.16	841.41	857.16	873.41	890.16	907.41	925.16	943.41	962.16	981.41	1001.2	1021.4	1042.2	1043.7	1043.7	1043.7	1043.7	1043.7	1043.7	1043.7	1043.7
1043.7	1043.7	1043.7	1043.7	1043.7	1043.7	1043.7	1039.1	1017.9	997.13	976.88	957.14	937.89	919.14	900.89	883.14	865.89	849.14	832.89	817.14	801.89	787.14	772.89	759.14	745.89	733.14	720.89	709.14	697.89	687.14	676.89	667.14	657.89	649.14	640.89	633.14	625.89	619.14	612.89	607.15	601.9	597.15	592.9	589.15	585.9	583.15	580.9	579.15	577.9	577.15	576.9	577.15	577.9	579.15	580.9	583.15	585.9	589.15	592.9	597.15	601.9	607.15	612.9	619.15	625.9	633.15	640.9	649.15	657.91	667.16	676.91	687.16	697.91	709.16	720.91	733.16	745.91	759.16	772.91	787.16	801.91	817.16	832.91	849.16	865.91	883.16	900.91	919.16	937.91	957.16	976.91	997.16	1017.9	1039.2	1043.7	1043.7	1043.7	1043.7	1043.7	1043.7	1043.7
1043.7	1043.7	1043.7	1043.7	1043.7	1043.7	1037.1	1015.4	994.13	973.38	953.13	933.39	914.14	895.39	877.14	859.39	842.14	825.39	809.14	793.39	778.14	763.39	749.14	735.39	722.14	709.39	697.14	685.39	674.14	663.39	653.14	643.39	634.14	625.39	617.14	609.39	602.14	595.39	589.14	583.4	578.15	573.4	569.15	565.4	562.15	559.4	557.15	555.4	554.15	553.4	553.15	553.4	554.15	555.4	557.15	559.4	562.15	565.4	569.15	573.4	578.15	583.4	589.15	595.4	602.15	609.4	617.15	625.4	634.16	643.41	653.16	663.41	674.16	685.41	697.16	709.41	722.16	735.41	749.16	763.41	778.16	793.41	809.16	825.41	842.16	859.41	877.16	895.41	914.16	933.41	953.16	973.41	994.16	1015.4	1037.2	1043.7	1043.7	1043.7	1043.7	1043.7	1043.7
1043.7	1043.7	1043.7	1043.7	1043.7	1036.1	1013.9	992.13	970.88	950.13	929.89	910.14	890.89	872.14	853.89	836.14	818.89	802.14	785.89	770.14	754.89	740.14	725.89	712.14	698.89	686.14	673.89	662.14	650.89	640.14	629.89	620.14	610.89	602.14	593.89	586.14	578.89	572.14	565.89	560.15	554.9	550.15	545.9	542.15	538.9	536.15	533.9	532.15	530.9	530.15	529.9	530.15	530.9	532.15	533.9	536.15	538.9	542.15	545.9	550.15	554.9	560.15	565.9	572.15	578.9	586.15	593.9	602.15	610.91	620.16	629.91	640.16	650.91	662.16	673.91	686.16	698.91	712.16	725.91	740.16	754.91	770.16	785.91	802.16	818.91	836.16	853.91	872.16	890.91	910.16	929.91	950.16	970.91	992.16	1013.9	1036.2	1043.7	1043.7	1043.7	1043.7	1043.7
1043.7	1043.7	1043.7	1043.7	1036.1	1013.4	991.13	969.38	948.13	927.38	907.14	887.39	868.14	849.39	831.14	813.39	796.14	779.39	763.14	747.39	732.14	717.39	703.14	689.39	676.14	663.39	651.14	639.39	628.14	617.39	607.14	597.39	588.14	579.39	571.14	563.39	556.14	549.39	543.14	537.4	532.15	527.4	523.15	519.4	516.15	513.4	511.15	509.4	508.15	507.4	507.15	507.4	508.15	509.4	511.15	513.4	516.15	519.4	523.15	527.4	532.15	537.4	543.15	549.4	556.15	563.4	571.15	579.4	588.16	597.41	607.16	617.41	628.16	639.41	651.16	663.41	676.16	689.41	703.16	717.41	732.16	747.41	763.16	779.41	796.16	813.41	831.16	849.41	868.16	887.41	907.16	927.41	948.16	969.41	991.16	1013.4	1036.2	1043.7	1043.7	1043.7	1043.7
1043.7	1043.7	1043.7	1037.1	1013.9	991.13	968.88	947.13	925.88	905.13	884.89	865.14	845.89	827.14	808.89	791.14	773.89	757.14	740.89	725.14	709.89	695.14	680.89	667.14	653.89	641.14	628.89	617.14	605.89	595.14	584.89	575.14	565.89	557.14	548.89	541.14	533.89	527.14	520.89	515.15	509.9	505.15	500.9	497.15	493.9	491.15	488.9	487.15	485.9	485.15	484.9	485.15	485.9	487.15	488.9	491.15	493.9	497.15	500.9	505.15	509.9	515.15	520.9	527.15	533.9	541.15	548.9	557.16	565.91	575.16	584.91	595.16	605.91	617.16	628.91	641.16	653.91	667.16	680.91	695.16	709.91	725.16	740.91	757.16	773.91	791.16	808.91	827.16	845.91	865.16	884.91	905.16	925.91	947.16	968.91	991.16	1013.9	1037.2	1043.7	1043.7	1043.7
1043.7	1043.7	1039.1	1015.4	992.13	969.38	947.13	925.38	904.13	883.38	863.14	843.39	824.14	805.39	787.14	769.39	752.14	735.39	719.14	703.39	688.14	673.39	659.14	645.39	632.14	619.39	607.14	595.39	584.14	573.39	563.14	553.39	544.14	535.39	527.14	519.39	512.14	505.39	499.14	493.4	488.15	483.4	479.15	475.4	472.15	469.4	467.15	465.4	464.15	463.4	463.15	463.4	464.15	465.4	467.15	469.4	472.15	475.4	479.15	483.4	488.15	493.4	499.15	505.4	512.15	519.4	527.15	535.41	544.16	553.41	563.16	573.41	584.16	595.41	607.16	619.41	632.16	645.41	659.16	673.41	688.16	703.41	719.16	735.41	752.16	769.41	787.16	805.41	824.16	843.41	863.16	883.41	904.16	925.41	947.16	969.41	992.17	1015.4	1039.2	1043.7	1043.7
1043.7	1042.1	1017.9	994.13	970.88	948.13	925.88	904.13	882.88	862.13	841.89	822.14	802.89	784.14	765.89	748.14	730.89	714.14	697.89	682.14	666.89	652.14	637.89	624.14	610.89	598.14	585.89	574.14	562.89	552.14	541.89	532.14	522.89	514.14	505.89	498.14	490.89	484.14	477.9	472.15	466.9	462.15	457.9	454.15	450.9	448.15	445.9	444.15	442.9	442.15	441.9	442.15	442.9	444.15	445.9	448.15	450.9	454.15	457.9	462.15	466.9	472.15	477.9	484.15	490.9	498.15	505.9	514.16	522.91	532.16	541.91	552.16	562.91	574.16	585.91	598.16	610.91	624.16	637.91	652.16	666.91	682.16	697.91	714.16	730.91	748.16	765.91	784.16	802.91	822.16	841.91	862.16	882.91	904.16	925.91	948.16	970.92	994.17	1017.9	1042.2	1043.7
1043.7	1021.4	997.13	973.38	950.13	927.38	905.13	883.38	862.13	841.38	821.14	801.39	782.14	763.39	745.14	727.39	710.14	693.39	677.14	661.39	646.14	631.39	617.14	603.39	590.14	577.39	565.14	553.39	542.14	531.39	521.14	511.39	502.14	493.39	485.14	477.39	470.14	463.39	457.15	451.4	446.15	441.4	437.15	433.4	430.15	427.4	425.15	423.4	422.15	421.4	421.15	421.4	422.15	423.4	425.15	427.4	430.15	433.4	437.15	441.4	446.15	451.4	457.15	463.4	470.15	477.4	485.15	493.41	502.16	511.41	521.16	531.41	542.16	553.41	565.16	577.41	590.16	603.41	617.16	631.41	646.16	661.41	677.16	693.41	710.16	727.41	745.16	763.41	782.16	801.41	821.16	841.41	862.16	883.41	905.16	927.41	950.17	973.42	997.17	1021.4	1043.7
